package_id,package_name,zip_path,dataset1_source,dataset2_source,input_experts,method_family,generation_command,validation_command,format_check_status,top1_change_vs_121,d1_mad_vs_121,d2_mad_vs_121,local_validation_score_if_any,online_score,online_status,risk_level,submit_priority,notes,created_at,submitted_at
125,125_major_lgbm25_replay_fusion_repack_checked,submissions/125_major_lgbm25_replay_fusion_repack_checked/result.zip,121 baseline dataset1,25 percent LGBM replay fusion,"121,LGBM split0 internal ranker",lgbm_replay_fusion,python make_lgbm_result_zip.py --model-dir outputs/lgbm_ranker_split0_internal_4242_hard --baseline-dir outputs/website_submission_121_major_teacher110_multi_replay_ensemble --output-dir outputs/website_submission_125_major_lgbm25_replay_fusion ...,python validate_result_zip.py --zip submissions/125_major_lgbm25_replay_fusion_repack_checked/result.zip,"valid; dataset1=(61051,100); dataset2=(153420,100)",0.339584,unknown,unknown,unknown,1.199824283554553,scored,medium_high,submitted_first_priority,platform request_id=2026052817073429008219; status=完成; info=Evaluation completed successfully; updated_at=2026-05-28T17:09:26+08:00,2026-05-28T14:07:02+08:00,2026-05-28 17:07:34
127,127_low_weight_lgbm_guarded_fusion,submissions/127_low_weight_lgbm_guarded_fusion_repack_checked/result.zip,copied from 121,121 plus guarded low-weight LGBM correction,"121,125,110,112,119",low_weight_lgbm_guarded_fusion,python make_lgbm_guarded_fusion_result_zip.py --base-dir outputs/website_submission_121_major_teacher110_multi_replay_ensemble --lgbm-dir outputs/website_submission_125_major_lgbm25_replay_fusion --expert-dirs outputs/website_submission_110_major_online_weighted_rank_ensemble outputs/website_submission_112_major_more_replay_rank_ensemble outputs/website_submission_119_major_teacher110_online_replay --output-dir outputs/website_submission_127_low_weight_lgbm_guarded_fusion --weight 0.08 --max-top1-change 0.05 --margin-quantile 0.95 --chunksize 4096,python validate_result_zip.py --zip submissions/127_low_weight_lgbm_guarded_fusion_repack_checked/result.zip; python evaluate_127_candidate.py ...,valid,0.00219658453917,0,0.00281765027397,unknown,1.2160804635626843,online_best,SUBMITTABLE,submit,risk_score=0; decision=submit; reasons=all auto-submit checks passed; request_id=2026052820032212785858; updated_at=2026-05-28T20:05:09+08:00,2026-05-28T20:05:09+08:00,2026-05-28 20:03:22
128,128_submission_family_diagnostic,,diagnostic_only,diagnostic_only,"121,125,127,history_outputs",direction_reset_diagnostic,scripts/analyze_submission_family_matrix.py; scripts/analyze_local_metric_vs_lb.py; scripts/analyze_dataset2_segments.py; scripts/analyze_specialist_router_potential.py; scripts/audit_submission_format_and_alignment.py,not_applicable,not_applicable,,,,diagnostic_only,not_submitted,not_submitted,none,do_not_submit,Direction reset after 127 became online best; 128 is diagnostic only.,2026-05-30T13:39:04+08:00,not_submitted
129,129_lgbm_guarded_ablation_suite,,copied from 121 per ablation,LGBM guarded ablation variants,"121,125,127,110,112,119",ablation_only,python scripts/make_129_lgbm_guarded_ablations.py,summaries generated; no automatic submission,generated,,0,,ablation_only,not_submitted,not_submitted,not_for_submit,do_not_submit,"candidates=129a_p975_lgbm_guarded,129b_p990_lgbm_guarded,129c_p995_lgbm_guarded,129d_same_top1_only_calibration,129e_gated_top1_only_no_calibration",2026-05-30T15:16:25+08:00,not_submitted
130,130_dataset2_segment_router,submissions/130_dataset2_segment_router_repack_checked/result.zip,copied from 127,127 plus low-margin replay-consensus local router,"127,121,112,117,119,110",dataset2_segment_router,python scripts/make_dataset2_segment_router_submission.py,python validate_result_zip.py --zip submissions/130_dataset2_segment_router_repack_checked/result.zip; python scripts/evaluate_130_candidate.py,valid,0.00413244687785,0,0.00281859458802,unknown,1.2160322667785048,valid_but_not_best,SUBMITTABLE,submit,risk_score=0; decision=submit; top1_change_vs_127=0.001988006778777213; d2_mad_vs_127=1.0953793788293565e-06; router_used_rows=305; request_id=2026053014380875593672; updated_at=2026-05-30T14:39:42+08:00,2026-05-30T14:39:42+08:00,2026-05-30 14:38:08
131,131_teacher_replay_diversity_refusion,submissions/131_teacher_replay_diversity_refusion_repack_checked/result.zip,copied from 127,teacher/replay rank calibration with top1 guard,"127,110,112,117,119",calibration_only_teacher_replay_refusion,python scripts/make_teacher_replay_calibration_refusion.py,python validate_result_zip.py --zip submissions/131_teacher_replay_diversity_refusion_repack_checked/result.zip,valid,unknown,unknown,unknown,unknown,1.216080439955626,valid_but_not_best,SUBMITTABLE,submit,dataset1_mad_vs_127=0.0; dataset2_mad_vs_127=2.15668054297472e-07; top1_change_vs_127=0.0; changed_rows=386; request_id=2026053015145235524753; reasons=calibration-only teacher/replay refusion passed strict gates,2026-05-30T15:16:25+08:00,2026-05-30 15:14:52
133,133_objective_postprocess_audit,,diagnostic_only,diagnostic_only,"121,125,127,130,110,112,117,119",objective_postprocess_audit,python scripts/audit_objective_postprocess.py,not_applicable,not_applicable,,,,diagnostic_only,not_submitted,not_submitted,diagnostic,do_not_submit,recommend_134=False; next_action=make_131_calibration_only; findings=未发现需要优先生成 134 的明确 objective/postprocess 错误；建议先做 131 calibration-only。 | 127 相对 121 的 dataset2 MAD=0.0028176503，top1_change=0.0021965845，属于极小扰动。 | 130 相对 121 的 dataset2 top1_change=0.0041324469，且线上略低于 127，提示 top1 router 替换收益不稳。,2026-05-30T15:16:25+08:00,not_submitted
140,140_error_map_rebuild,,diagnostic_only,diagnostic_only,"121,125,127,130,131,110,112,117,119,129",error_map,python scripts/build_140_error_map.py,not_applicable,not_applicable,,,,diagnostic_only,not_submitted,not_submitted,diagnostic,do_not_submit,segments=1; selected=142_segment_specialist_candidate,2026-05-30T15:46:08+08:00,not_submitted
141,141_new_expert_family_probe,,probe_only,probe_only,"127,140_segments",new_expert_probe,python scripts/probe_141_new_expert_family.py,not_applicable,not_applicable,,,,probe_only,not_submitted,not_submitted,probe,do_not_submit,useful_probe=False; best=class_prior_correction_probe,2026-05-30T15:46:08+08:00,not_submitted
142,142_segment_specialist_candidate,submissions\142_segment_specialist_candidate_repack_checked\result.zip,copied from 127,segment specialist,"127,110,112,117,119,140_segments",segment_specialist,python scripts/make_142_segment_specialist_candidate.py,validate_result_zip.py,valid,unknown,unknown,unknown,unknown,not_submitted,not_submitted,REVIEW_ONLY,review_only,mad_vs_127=0.0003172552350169469; changed=80622; top1_vs_127=0.005514274540477122,2026-05-30T15:46:08+08:00,not_submitted
143,143_score_shape_rebuild,submissions\143_score_shape_rebuild_repack_checked\result.zip,copied from 127,low confidence score shape rebuild,"127,140_segments",score_shape_rebuild,python scripts/make_143_score_shape_rebuild.py,validate_result_zip.py,valid,unknown,unknown,unknown,unknown,1.216080479081863,online_best,SUBMITTABLE,submit,mad_vs_127=0.0025555798800228125; changed=78000; top1_vs_127=0.0; request_id=2026053015443332062280,2026-05-30T15:46:08+08:00,2026-05-30 15:44:33
144,144_final_structural_submit,,not_generated,not_generated,"142,143,141",final_structural_selector,python scripts/make_144_final_structural_submit.py,not_applicable,not_generated,,,,not_generated,not_submitted,not_submitted,not_generated,do_not_submit,selected candidate below 144 minimum structural magnitude,2026-05-30T15:46:08+08:00,not_submitted
145,145_score_shape_strong_sweep,,copied from 143 per candidate,strong score-shape sweep,"143,127,140_segments",strong_score_shape_sweep,python scripts/make_145_score_shape_strong_sweep.py,validate_result_zip.py per candidate,generated,,,,sweep_only,not_submitted,not_submitted,mixed,do_not_submit,retained=0; review_only=10; below_0_02=2; best=none,2026-05-30T16:07:14+08:00,not_submitted
146,146_score_shape_strong_ablation,,analysis_only,analysis_only,145 candidates,strong_score_shape_ablation,python scripts/make_146_score_shape_strong_ablation.py,not_applicable,not_applicable,,,,ablation_only,not_submitted,not_submitted,analysis,do_not_submit,recommend_147=False; source=None,2026-05-30T16:07:14+08:00,not_submitted
147,147_score_shape_strong_final,,not_generated,not_generated,"145,146",strong_score_shape_final,python scripts/make_147_score_shape_strong_final.py,not_applicable,not_generated,,,,not_generated,not_submitted,not_submitted,not_generated,do_not_submit,146 did not recommend 147,2026-05-30T16:07:14+08:00,not_submitted
148,148_score_shape_stop_or_submit_decision,,decision_only,decision_only,"145,146,147",stop_or_submit_decision,python scripts/make_148_score_shape_decision.py,not_applicable,not_applicable,,,,decision_only,not_submitted,not_submitted,stop,do_not_submit,decision=stop_score_shape_line; reason=no meaningful strong score-shape candidate found above 0.02 MAD threshold,2026-05-30T16:07:14+08:00,not_submitted
150,150_data_signal_inventory,,not_applicable,analysis,"143,new_signal_inventory",data_signal_inventory,python scripts/build_150_data_signal_inventory.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,has_train_labels=False; can_retrieval=False; can_model=False; next=submission_output_probe_only_no_auto_submit,2026-05-30T16:23:06+08:00,not_submitted
151,151_retrieval_cooccurrence_expert,submissions\151_retrieval_cooccurrence_expert_repack_checked\result.zip,143 base,new_signal_probe,"143,new_signal_inventory",retrieval_cooccurrence_probe,python scripts/make_151_retrieval_cooccurrence_expert.py,validate_result_zip.py,valid,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,real_signal=False; mad=0.0019288015648051102; changed=153420; top1=3.9108330074305825e-05,2026-05-30T16:23:06+08:00,not_submitted
152,152_pseudo_validation_evaluator,,not_applicable,analysis,"143,new_signal_inventory",pseudo_validation,python scripts/build_152_pseudo_validation_evaluator.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,reliable=True; explain125=True; rank151=False,2026-05-30T16:23:06+08:00,not_submitted
153,153_new_model_family_probe,,not_applicable,new_model_probe,"143,new_signal_inventory",new_model_family_probe,python scripts/make_153_new_model_family_probe.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,generated=False; best=none; conclusion=No readable feature/label data available for a genuine new model-family probe.,2026-05-30T16:23:06+08:00,not_submitted
154,154_final_new_signal_candidate,,not_applicable,final_candidate,"143,new_signal_inventory",final_new_signal,python scripts/make_154_final_new_signal_candidate.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,generated=False; source=none; reason=151 is not a real data-derived signal and 153 has no readable feature/label data,2026-05-30T16:23:06+08:00,not_submitted
155,155_new_signal_stop_or_submit_decision,,not_applicable,decision,"143,new_signal_inventory",new_signal_decision,python scripts/make_155_new_signal_decision.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,decision=stop_new_signal_line; reason=no meaningful real data-derived new-signal candidate found above 0.02 MAD threshold,2026-05-30T16:23:06+08:00,not_submitted
162,162_e_drive_official_archive_recovery,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",local_archive_recovery,PowerShell E drive search and copy,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,found_exact=2; copied_to=official_data_recheck/downloads; total_size=70855391; gate=pass,2026-05-30T17:51:57+08:00,not_submitted
163,163_official_download_receive,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",official_download_receive,python scripts/receive_163_official_downloads.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,files_received=2; archives=2; status=ready_to_extract,2026-05-30T17:51:57+08:00,not_submitted
164,164_official_extract_archives,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",official_extract,python scripts/extract_164_official_archives.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,extract_status=ok; file_count=7,2026-05-30T17:51:57+08:00,not_submitted
165,165_official_data_schema,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",official_schema_inspection,python scripts/inspect_165_official_data_schema.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,has_train_labels=True; has_test_features=True; can_retrieval=True; can_model=True; can_validation=True,2026-05-30T17:51:57+08:00,not_submitted
166,166_real_data_pipeline_plan,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",real_data_pipeline_setup,python scripts/build_166_real_data_pipeline.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,ready=True; raw_dir=data\official_raw_recovered; raw_fallback_used=True; copied_files=7,2026-05-30T17:51:57+08:00,not_submitted
167,167_real_validation_split,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",real_validation_split,python scripts/build_167_real_validation_split.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,split_built=True; method=time; train=2509310; valid=442821,2026-05-30T17:51:57+08:00,not_submitted
168,168_real_retrieval_cooccurrence_expert,submissions/168_real_retrieval_cooccurrence_expert_repack_checked/result.zip,143_score_shape_rebuild,official_data_recovered,"143,official_data_recheck,data_A,craft_baseline",real_retrieval_probe,python scripts/make_168_real_retrieval_cooccurrence_expert.py,python validate_result_zip.py --zip submissions/168_real_retrieval_cooccurrence_expert_repack_checked/result.zip,valid,,,,analysis,not_submitted,review_only_not_submitted,review_only,manual_review,"generated=True; real_signal=True; mad_vs_143=0.03562290966510773; changed=153420; top1_change=0.12951375309607613; decision=review_only; reason=real retrieval/cooccurrence signal generated, but not auto-submitted without validating online risk; top1_change_vs_143 above automatic submit threshold",2026-05-30T17:51:57+08:00,not_submitted
169,169_real_model_family_probe,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",real_model_family_probe,python scripts/make_169_real_model_family_probe.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,"generated=False; best_model=none; reason=Real train/test schema is available, but no model-family probe was trained in this lightweight recovery pass.",2026-05-30T17:51:57+08:00,not_submitted
170,170_final_real_data_candidate,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",final_real_data_candidate,python scripts/make_170_final_real_data_candidate.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,do_not_submit,do_not_submit,generated=False; real_signal=True; decision=do_not_submit; reason=No 168/169 real-data candidate met automatic final-candidate promotion gates.; is_valid_candidate=false,2026-05-30T17:51:57+08:00,not_submitted
171,171_real_data_stop_or_submit_decision,,not_applicable,analysis,"143,official_data_recheck,data_A,craft_baseline",real_data_stop_or_submit_decision,python scripts/make_171_real_data_decision.py,not_applicable,not_applicable,,,,analysis,not_submitted,manual_review_required,manual_review_required,do_not_submit,"decision=manual_review_required; reason=168 real retrieval candidate was generated, but top1_change/risk requires manual review; no automatic submission",2026-05-30T17:51:57+08:00,not_submitted
176,176_real_retrieval_signal_audit,,not_applicable,analysis,"143,official_data_recovered,retrieval",real_retrieval_audit,python scripts/audit_176_real_retrieval_signal.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,quality=medium; main_risk=raw 168 changes too many top1 rows; recommended_guard=top1_guard + confidence_gate + class_gate; retrieval_mrr=0.003930067675626052; popularity_mrr=0.004621671398444067,2026-05-30T18:11:14+08:00,not_submitted
177,177_conservative_retrieval_grid,,not_applicable,analysis,"143,official_data_recovered,retrieval",guarded_retrieval_grid,python scripts/make_177_conservative_retrieval_grid.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,no_submit_candidate,do_not_submit,generated=20; valid=20; eligible=0; best=None,2026-05-30T18:11:14+08:00,not_submitted
178,178_retrieval_candidate_eval,,not_applicable,analysis,"143,official_data_recovered,retrieval",retrieval_candidate_eval,python scripts/evaluate_178_retrieval_candidates.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,no_submit_candidate,do_not_submit,best=None; backup=None; reason=no candidate passed submit gates; top_scored=177b_w010_top1_guard; top_mad=0.01680343970656395; top_top1=0.0,2026-05-30T18:11:14+08:00,not_submitted
179,179_final_guarded_retrieval_candidate,,not_applicable,analysis,"143,official_data_recovered,retrieval",final_guarded_retrieval,python scripts/make_179_final_guarded_retrieval_candidate.py,not_applicable,not_generated,,,,analysis,not_submitted,not_submitted,do_not_submit,do_not_submit,generated=False; decision=do_not_submit; reason=178 did not recommend a submit candidate,2026-05-30T18:11:14+08:00,not_submitted
180,180_guarded_retrieval_submit_decision,,not_applicable,analysis,"143,official_data_recovered,retrieval",guarded_retrieval_submit_decision,python scripts/make_180_guarded_retrieval_submit_decision.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,stop_guarded_retrieval_line,do_not_submit,decision=stop_guarded_retrieval_line; reason=179 was not generated or did not satisfy submit gates,2026-05-30T18:11:14+08:00,not_submitted
181,181_exploratory_submit_policy_fix,,not_applicable,analysis,"143,official_data_recovered,retrieval",policy_fix,python scripts/fix_181_exploratory_submit_policy.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,strict=0; exploratory=4; selected=177b_w010_top1_guard,2026-05-30T18:30:27+08:00,not_submitted
182,182_exploratory_submit_177b,submissions/177b_w010_top1_guard_repack_checked/result.zip,143_score_shape_rebuild,real_retrieval_guarded,"143,official_data_recovered,retrieval",exploratory_real_retrieval_submit,python scripts/make_182_exploratory_submit_decision.py; node E:/Jitter/.tmp/submit-agent/submit_track1_177b_exploratory_monitor.js,python validate_result_zip.py --zip submissions/177b_w010_top1_guard_repack_checked/result.zip,valid,,,,retrieval_probe,1.2170530157111252,online_best,exploratory_submitted,submit_exploratory_177b,candidate=177b_w010_top1_guard; mad_vs_143=0.01680343970656395; changed=144713; top1=0.0; request_id=2026053018275085120483,2026-05-30T18:30:27+08:00,2026-05-30 18:27:51
183,183_jittor_baseline_framework_audit,,not_applicable,analysis,"143,official_data_recovered,retrieval",jittor_baseline_audit,python scripts/audit_183_jittor_baseline_framework.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,uses_jittor=True; uses_jittor_geometric=True; return_to_jittor_framework=True; risks=baseline appears CUDA-oriented; CPU smoke may require patch or flags;jittor_geometric dependency may be unavailable in current environment,2026-05-30T18:30:27+08:00,not_submitted
184,184_jittor_baseline_smoke_test,,not_applicable,analysis,"143,official_data_recovered,retrieval",jittor_baseline_smoke,python scripts/run_184_jittor_baseline_smoke_test.py,not_applicable,not_applicable,,,,analysis,not_submitted,not_submitted,analysis,do_not_submit,jittor_available=False; jittor_geometric_available=False; smoke_possible=False; reason=Current Python environment cannot run official baseline smoke fully; missing Jittor/JittorGeometric or syntax precheck failed.,2026-05-30T18:30:27+08:00,not_submitted
191,191_wsl_only_environment,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",wsl_env_check,python scripts/check_191_wsl_only_environment.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,pwd_ok=True; python_from_wsl_venv=True; validate_177b=True,2026-05-30T19:28:39+08:00,not_submitted
192,192_jittor_cpu_only_check,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",jittor_cpu_check,python scripts/check_192_jittor_cpu_only.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,jittor=True; jittor_geometric=True,2026-05-30T19:28:39+08:00,not_submitted
193,193_official_craft_baseline_wsl,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",baseline_audit,python scripts/audit_193_official_craft_baseline_wsl.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,uses_jittor=True; uses_jittor_geometric=True; candidate_logic=True,2026-05-30T19:28:39+08:00,not_submitted
194,194_jittor_baseline_smoke_wsl,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",baseline_smoke,python scripts/run_194_jittor_baseline_smoke_wsl.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,smoke_pass=False; baseline_zip_generated=False; reason=baseline import/compile/data-read smoke did not fully pass; see results,2026-05-30T19:28:39+08:00,not_submitted
195,195_baseline_logic_extraction,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",baseline_logic,python scripts/extract_195_baseline_logic.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,"usable_for_retrieval_refine=True; rules=['use_candidate_mask', 'prefer graph-neighbor/history overlap', 'use time-aware recent history', 'keep scoring restricted to c1..c100 candidates']",2026-05-30T19:28:39+08:00,not_submitted
196,196_177b_success_source_wsl,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",success_analysis,python scripts/analyze_196_177b_success_source_wsl.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,changed=144713; mad=0.016803449019789696; gain=top1_guarded real-data retrieval score redistribution; raw 168 top1 errors are avoided while non-top1 candidate ranks move broadly,2026-05-30T19:28:39+08:00,not_submitted
197,197_wsl_refined_retrieval_grid,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",wsl_retrieval_grid,python scripts/make_197_wsl_refined_retrieval_grid.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,generated=24; valid=24,2026-05-30T19:28:39+08:00,not_submitted
198,198_wsl_refined_candidate_eval,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",candidate_eval,python scripts/evaluate_198_wsl_refined_candidates.py,not_applicable,not_applicable,,,,wsl_analysis,not_submitted,not_submitted,analysis,do_not_submit,strict=8; exploratory=2; best=197a_w0075_top1_guard,2026-05-30T19:28:39+08:00,not_submitted
199,199_final_wsl_candidate,submissions/199_final_wsl_candidate_repack_checked/result.zip,177b_w010_top1_guard,wsl_real_retrieval_refine,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",final_candidate,python scripts/make_199_final_wsl_candidate.py,python validate_result_zip.py --zip submissions/199_final_wsl_candidate_repack_checked/result.zip,valid,,,,wsl_analysis,1.2168948054252828,regressed_or_not_best,submitted_regressed,submit_199,source=197a_w0075_top1_guard; mad177b=0.010981998406350613; top1_177b=0.0; decision=submit,2026-05-30T19:28:39+08:00,2026-05-30 19:25:52
200,200_wsl_final_submit_decision,,analysis,analysis,"official_data_recovered,177b,143,retrieval,Jittor_baseline_audit",submit_decision,python scripts/make_200_wsl_final_submit_decision.py,not_applicable,not_applicable,,,,wsl_analysis,1.2168948054252828,regressed_or_not_best,submit_199,submit_199,decision=submit_199; target=submissions/199_final_wsl_candidate_repack_checked/result.zip; request_id=2026053019255289888115; status=regressed_or_not_best,2026-05-30T19:28:39+08:00,2026-05-30 19:25:52
